,stat_par,zero_one_loss,disp_imp,acc,f1
0,-0.2071678321678322,0.5862068965517242,0.49358974358974356,0.5405405405405406,0.5312718123528934
1,0.16715542521994134,0.4340277777777778,0.3522727272727273,0.5202702702702703,0.5180873180873181
2,-0.008482745324850577,0.2777777777777778,0.9395604395604397,0.5540540540540541,0.5452237952237952
3,0.08517156862745098,0.3307692307692308,0.6971677559912854,0.43537414965986393,0.4232220892329364
4,0.15756724207145725,0.05555555555555558,0.4892648015614834,0.5238095238095238,0.5217603037413888
5,0.3786764705882353,0.15714285714285714,0.13445378151260504,0.54421768707483,0.5337700296387583
6,0.13873626373626374,0.3508771929824561,0.4739583333333333,0.54421768707483,0.5450096850379363
7,0.04636692091529507,0.3563829787234043,0.7094339622641509,0.48299319727891155,0.4925682929814504
8,0.09525773195876287,0.48750000000000004,0.4564705882352942,0.5714285714285714,0.5723622223172986
9,0.06818181818181819,0.2597402597402597,0.5499999999999999,0.4965986394557823,0.4878193408113851
